time    species    pebble_col_abundance
4000    grainC3H4    0.00000e+00
4000    grainCH2CN    7.89921e-21
4000    grainCH3CCH    5.35192e-17
4000    grainNaOH    0.00000e+00
4000    grainSiC    6.16749e-30
4000    grainC3H5    0.00000e+00
4000    grainCH3CN    1.23215e-13
4000    grainHC2O    0.00000e+00
4000    grainHCSi    5.31549e-30
4000    grainC3H6    0.00000e+00
4000    grainCH2CO    8.86706e-16
4000    grainNH2CN    2.18595e-13
4000    grainOCN    1.48651e-15
4000    grainSiCH2    3.29764e-37
4000    grainSiN    1.23224e-34
4000    grainC3H7    0.00000e+00
4000    grainHNCO    1.02687e-16
4000    grainHNSi    1.07321e-37
4000    grainSiCH3    2.05193e-40
4000    grainC3H8    0.00000e+00
4000    grainCH3CHO    9.10332e-14
4000    grainCO2    5.54807e-06
4000    grainCS    1.37329e-15
4000    grainN2O    8.91967e-22
4000    grainSiO    2.28950e-34
4000    grainHCS    6.46517e-18
4000    grainNH2CHO    0.00000e+00
4000    grainNHNO    0.00000e+00
4000    grainC2H5OH    2.80845e-20
4000    grainCH3OCH3    3.45911e-12
4000    grainH2CS    8.78112e-16
4000    grainH2SiO    6.20253e-44
4000    grainHCOOH    3.58293e-14
4000    grainNH2NO    0.00000e+00
4000    grainNO2    1.66405e-20
4000    grainNS    3.91127e-18
4000    grainCCl    0.00000e+00
4000    grainC4    3.90060e-18
4000    grainO3    0.00000e+00
4000    grainSO    5.57602e-16
4000    grainC4H    1.25340e-17
4000    grainC3N    1.70982e-18
4000    grainC4H2    0.00000e+00
4000    grainC4H3    2.11349e-17
4000    grainClO    0.00000e+00
4000    grainHC2NC    0.00000e+00
4000    grainHC3N    3.71367e-19
4000    grainHCNC2    0.00000e+00
4000    grainHNC3    1.62510e-21
4000    grainC3O    4.16917e-18
4000    grainC4H4    0.00000e+00
4000    grainCH2CCN    0.00000e+00
4000    grainNCCN    7.86328e-16
4000    grainSiC2    4.28749e-29
4000    grainC4H5    0.00000e+00
4000    grainCH2CHCN    2.28352e-21
4000    grainHC3O    0.00000e+00
4000    grainSiC2H    2.74008e-30
4000    grainC4H6    0.00000e+00
4000    grainH2C3O    0.00000e+00
4000    grainH4C3N    0.00000e+00
4000    grainSiC2H2    2.24629e-30
4000    grainSiNC    1.04853e-43
4000    grainH5C3N    0.00000e+00
4000    grainC2S    1.52737e-19
4000    grainFe    0.00000e+00
4000    grainFeH    0.00000e+00
4000    grainC5    1.10728e-19
4000    grainHCOOCH3    3.99981e-17
4000    grainOCS    1.27917e-18
4000    grainSiO2    1.54364e-43
4000    grainSiS    8.99184e-40
4000    grainC5H    6.21133e-20
4000    grainC4N    1.24027e-19
4000    grainC5H2    1.12631e-19
4000    grainC5H3    0.00000e+00
4000    grainCH3C4H    5.94509e-21
4000    grainS2    3.39406e-19
4000    grainSO2    5.87197e-19
4000    grainCH3C3N    1.81374e-22
4000    grainHS2    1.50783e-16
4000    grainSiC3H    6.07201e-42
4000    grainH2S2    4.32788e-17
4000    grainC3S    7.45320e-22
4000    grainC6    1.05920e-21
4000    grainC6H    8.66243e-22
4000    grainC5N    2.82445e-24
4000    grainC6H2    1.86253e-21
4000    grainC6H3    0.00000e+00
